STATE,INST,INST_TYPE,DISCRIMINATION_TYPE,INVEST_START_DATES
TN        ,MARYVILLE COLLEGE        ,PSE        ,Disability - Accessibility        ,01/30/2018        
TN        ,MARYVILLE COLLEGE        ,PSE        ,Title IX - Athletics        ,01/30/2018        
TN        ,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY        ,PSE        ,Title VI - Denial of Benefits        ,05/30/2023        
TN        ,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,05/30/2023        
TN        ,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY        ,PSE        ,Title VI - Racial Harassment        ,05/30/2023        
TN        ,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY        ,PSE        ,Title IX - Sexual Harassment        ,05/30/2023        
TN        ,TUSCULUM COLLEGE        ,PSE        ,Title IX - Retaliation        ,04/01/2019        
TN        ,UNIVERSITY OF MEMPHIS        ,PSE        ,Disability - Academic Adjustments        ,07/01/2020        
TN        ,UNIVERSITY OF MEMPHIS        ,PSE        ,Disability - Others        ,07/01/2020        
TN        ,UNIVERSITY OF MEMPHIS        ,PSE        ,Title VI - Retaliation        ,07/01/2020        
TN        ,UNIVERSITY OF MEMPHIS        ,PSE        ,Title IX - Others        ,07/30/2024        
TN        ,UNIVERSITY OF MEMPHIS        ,PSE        ,Title IX - Retaliation        ,03/02/2022        
TN        ,UNIVERSITY OF MEMPHIS        ,PSE        ,Title IX - Sexual Harassment        ,03/02/2022        
TN        ,UNIVERSITY OF MEMPHIS        ,PSE        ,Title IX - Single Sex Scholarships        ,06/10/2020        
TN        ,UNIVERSITY OF TENNESSEE        ,PSE        ,Title IX - Single Sex Scholarships        ,06/18/2020        
TN        ,UNIVERSITY OF TENNESSEE  CHATTANOOGA        ,PSE        ,Title IX - Procedural Requirements        ,12/05/2014        
TN        ,UNIVERSITY OF TENNESSEE  CHATTANOOGA        ,PSE        ,Title IX - Sexual Violence        ,12/05/2014        
TN        ,UNIVERSITY OF TENNESSEE  CHATTANOOGA        ,PSE        ,Title IX - Sexual Violence        ,10/22/2018        
TN        ,VISIBLE MUSIC COLLEGE        ,PSE        ,Title IX - Discipline        ,03/07/2024        
TN        ,VISIBLE MUSIC COLLEGE        ,PSE        ,Title IX - Retaliation        ,03/07/2024        
TN        ,VISIBLE MUSIC COLLEGE        ,PSE        ,Title IX - Sexual Violence        ,03/07/2024        
TX        ,ALAMO COLLEGES DISTRICT        ,PSE        ,Disability - Accessibility        ,12/06/2021        
TX        ,ALAMO COLLEGES DISTRICT - ST. PHILIPS COLLEGE MLK        ,PSE        ,Disability - Accessibility        ,12/06/2021        
TX        ,ALAMO COLLEGES DISTRICT ST. PHILIP'S COLLEGE SWC        ,PSE        ,Title VI - Denial of Benefits        ,01/04/2024        
TX        ,ALAMO COLLEGES DISTRICT ST. PHILIP'S COLLEGE SWC        ,PSE        ,Title VI - Racial Harassment        ,01/04/2024        
TX        ,ALAMO COLLEGES DISTRICT ST. PHILIP'S COLLEGE SWC        ,PSE        ,Title VI - Retaliation        ,01/04/2024        
TX        ,AUSTIN COMMUNITY COLLEGE DISTRICT        ,PSE        ,Disability - Academic Adjustments        ,04/08/2024        
TX        ,AUSTIN COMMUNITY COLLEGE DISTRICT        ,PSE        ,Title VI - Denial of Benefits        ,04/08/2024        
TX        ,AUSTIN COMMUNITY COLLEGE DISTRICT        ,PSE        ,Title VI - Racial Harassment        ,04/08/2024        
TX        ,BAYLOR COLLEGE OF MEDICINE        ,PSE        ,Title VI - Others        ,09/13/2022        
TX        ,BAYLOR COLLEGE OF MEDICINE        ,PSE        ,Title IX - Others        ,09/13/2022        
TX        ,BAYLOR UNIVERSITY        ,PSE        ,Age - Discrimination Prohibited        ,08/13/2021        
TX        ,BAYLOR UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,09/05/2023        
TX        ,BAYLOR UNIVERSITY        ,PSE        ,Disability - Denial of Benefits        ,01/25/2022        
TX        ,ANGELO STATE UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,04/18/2023        
TX        ,ANGELO STATE UNIVERSITY        ,PSE        ,Disability - Denial of Benefits        ,04/18/2023        
TX        ,ANGELO STATE UNIVERSITY        ,PSE        ,Title IX - Others        ,07/31/2024        
TX        ,BAYLOR UNIVERSITY        ,PSE        ,Disability - Disability Harassment        ,06/16/2021        
TX        ,BAYLOR UNIVERSITY        ,PSE        ,Title VI - Admissions        ,08/13/2021        
TX        ,BAYLOR UNIVERSITY        ,PSE        ,Title IX - Denial of Benefits        ,06/16/2021        
TX        ,BAYLOR UNIVERSITY        ,PSE        ,Title IX - Denial of Benefits        ,04/07/2023        
TX        ,BAYLOR UNIVERSITY        ,PSE        ,Title IX - Denial of Benefits        ,04/07/2023        
TX        ,BAYLOR UNIVERSITY        ,PSE        ,Title IX - Others        ,08/13/2021        
TX        ,BAYLOR UNIVERSITY        ,PSE        ,Title IX - Others        ,04/07/2023        
TX        ,BAYLOR UNIVERSITY        ,PSE        ,Title IX - Others        ,04/07/2023        
TX        ,BAYLOR UNIVERSITY        ,PSE        ,Title IX - Others        ,04/07/2023        
TX        ,BAYLOR UNIVERSITY        ,PSE        ,Title IX - Others        ,04/07/2023        
TX        ,BAYLOR UNIVERSITY        ,PSE        ,Title IX - Procedural Requirements        ,03/30/2020        
TX        ,BAYLOR UNIVERSITY        ,PSE        ,Title IX - Retaliation        ,04/02/2018        
TX        ,BAYLOR UNIVERSITY        ,PSE        ,Title IX - Retaliation        ,06/16/2021        
TX        ,COLEMAN COLLEGE FOR HEALTH SCIENCE - HOUSTON CC        ,PSE        ,Disability - Disability Harassment        ,09/07/2022        
TX        ,COLLEGE OF HEALTH CARE PROFESSIONS-NW HOUSTON        ,PSE        ,Disability - Accessibility - Website/Online Courses        ,05/23/2022        
TX        ,COLLIN COLLEGE - FRISCO CAMPUS - PRESTON RIDGE        ,PSE        ,Disability - Academic Adjustments        ,12/27/2023        
TX        ,COLLIN COLLEGE - FRISCO CAMPUS - PRESTON RIDGE        ,PSE        ,Disability - Retaliation        ,10/11/2024        
TX        ,BLINN COLLEGE        ,PSE        ,Title IX - Athletics        ,02/16/2023        
TX        ,BAYLOR UNIVERSITY        ,PSE        ,Title IX - Sexual Harassment        ,04/02/2018        
TX        ,BAYLOR UNIVERSITY        ,PSE        ,Title IX - Sexual Harassment        ,04/07/2023        
TX        ,BAYLOR UNIVERSITY        ,PSE        ,Title IX - Sexual Violence        ,10/18/2016        
TX        ,BAYLOR UNIVERSITY        ,PSE        ,Title IX - Sexual Violence        ,03/30/2020        
TX        ,DEL MAR COLLEGE        ,PSE        ,Title IX - Denial of Benefits        ,03/19/2015        
TX        ,HILL COLLEGE- GLEN ROSE        ,PSE        ,Disability - Disability Harassment        ,04/18/2017        
TX        ,HILL COLLEGE- GLEN ROSE        ,PSE        ,Disability - Retaliation        ,04/18/2017        
TX        ,HILL COLLEGE- GLEN ROSE        ,PSE        ,Title IX - Retaliation        ,04/18/2017        
TX        ,HILL COLLEGE- GLEN ROSE        ,PSE        ,Title IX - Sexual Harassment        ,04/18/2017        
TX        ,HOUSTON BAPTIST UNIVERSITY IS NOW HOUSTON CHRISTIAN UNIVERSITY AS OF 2023        ,PSE        ,Disability - Accessibility - Website/Online Courses        ,05/23/2022        
TX        ,HOUSTON COMMUNITY COLLEGE - CENTRAL CAMPUS        ,PSE        ,Disability - Academic Adjustments        ,03/09/2023        
TX        ,JARVIS CHRISTIAN UNIVERSITY        ,PSE        ,Disability - Non-Academic Services        ,06/10/2024        
TX        ,JARVIS CHRISTIAN UNIVERSITY        ,PSE        ,Disability - Retaliation        ,06/10/2024        
TX        ,JARVIS CHRISTIAN UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,06/10/2024        
TX        ,JARVIS CHRISTIAN UNIVERSITY        ,PSE        ,Title VI - Racial Harassment        ,06/10/2024        
TX        ,JARVIS CHRISTIAN UNIVERSITY        ,PSE        ,Title IX - Sexual Harassment        ,06/10/2024        
TX        ,LETOURNEAU UNIVERSITY        ,PSE        ,Title IX - Sexual Violence        ,12/23/2022        
TX        ,LONE STAR COLLEGE - CY-FAIR        ,PSE        ,Title IX - Others        ,09/24/2020        
TX        ,LONE STAR COLLEGE - NORTH HARRIS        ,PSE        ,Title IX - Others        ,09/24/2020        
TX        ,LONE STAR COLLEGE - UNIVERSITY PARK        ,PSE        ,Title IX - Others        ,09/24/2020        
TX        ,OUR LADY OF THE LAKE UNIVERSITY - SAN ANTONIO        ,PSE        ,Disability - Academic Adjustments        ,01/22/2016        
TX        ,OUR LADY OF THE LAKE UNIVERSITY - SAN ANTONIO        ,PSE        ,Disability - Denial of Benefits        ,05/23/2022        
TX        ,OUR LADY OF THE LAKE UNIVERSITY - SAN ANTONIO        ,PSE        ,Title IX - Procedural Requirements        ,01/22/2016        
TX        ,OUR LADY OF THE LAKE UNIVERSITY - SAN ANTONIO        ,PSE        ,Title IX - Retaliation        ,01/22/2016        
TX        ,PARKER UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,09/05/2023        
TX        ,PARKER UNIVERSITY        ,PSE        ,Disability - Retaliation        ,09/05/2023        
TX        ,PAUL QUINN COLLEGE        ,PSE        ,Title IX - Sexual Harassment        ,09/16/2024        
TX        ,RICE UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,08/15/2023        
TX        ,RICE UNIVERSITY        ,PSE        ,Disability - Others        ,09/03/2024        
TX        ,RICE UNIVERSITY        ,PSE        ,Disability - Retaliation        ,08/15/2023        
TX        ,RICE UNIVERSITY        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,07/30/2024        
TX        ,RICE UNIVERSITY        ,PSE        ,Title VI - National Origin Discrimination Involving Religion        ,09/03/2024        
TX        ,RICE UNIVERSITY        ,PSE        ,Title VI - Retaliation        ,07/30/2024        
TX        ,RICE UNIVERSITY        ,PSE        ,Title IX - Retaliation        ,09/03/2024        
TX        ,RICE UNIVERSITY        ,PSE        ,Title IX - Sexual Harassment        ,09/03/2024        
TX        ,RICE UNIVERSITY        ,PSE        ,Title IX - Single Sex Campus Programs        ,07/30/2019        
TX        ,TAMU HEALTH SCIENCE CENTER - SCHOOL OF MEDICINE        ,PSE        ,Disability - Academic Adjustments        ,04/30/2024        
TX        ,TARLETON STATE UNIVERSITY        ,PSE        ,Disability - Denial of Benefits        ,06/14/2023        
TX        ,TARLETON STATE UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,06/14/2023        
TX        ,TARLETON STATE UNIVERSITY        ,PSE        ,Title IX - Denial of Benefits        ,05/06/2024        
TX        ,TARRANT COUNTY COLLEGE - NORTHEAST CAMPUS        ,PSE        ,Title VI - Racial Harassment        ,06/09/2022        
TX        ,TEXARKANA COLLEGE        ,PSE        ,Title IX - Denial of Benefits        ,05/06/2024        
TX        ,TEXAS A & M UNIVERSITY - COMMERCE        ,PSE        ,Title VI - Denial of Benefits        ,11/03/2021        
TX        ,TEXAS A & M UNIVERSITY - COMMERCE        ,PSE        ,Title IX - Sexual Harassment        ,11/03/2021        
TX        ,TEXAS A & M UNIVERSITY - KINGSVILLE        ,PSE        ,Title IX - Others        ,06/10/2024        
TX        ,TEXAS A & M UNIVERSITY - MAIN CAMPUS        ,PSE        ,Disability - Academic Adjustments        ,06/02/2022        
TX        ,TEXAS A & M UNIVERSITY - MAIN CAMPUS        ,PSE        ,Disability - Accessibility        ,11/29/2021        
TX        ,TEXAS A & M UNIVERSITY - MAIN CAMPUS        ,PSE        ,Disability - Accessibility        ,06/02/2022        
TX        ,TEXAS A & M UNIVERSITY - MAIN CAMPUS        ,PSE        ,Disability - Denial of Benefits        ,12/16/2022        
TX        ,TEXAS A & M UNIVERSITY - MAIN CAMPUS        ,PSE        ,Disability - Non-Academic Services        ,12/16/2022        
TX        ,TEXAS A & M UNIVERSITY - MAIN CAMPUS        ,PSE        ,Disability - Non-Academic Services        ,04/27/2023        
TX        ,TEXAS A & M UNIVERSITY - MAIN CAMPUS        ,PSE        ,Disability - Retaliation        ,11/29/2021        
TX        ,TEXAS A & M UNIVERSITY - MAIN CAMPUS        ,PSE        ,Disability - Retaliation        ,06/02/2022        
TX        ,TEXAS A & M UNIVERSITY - MAIN CAMPUS        ,PSE        ,Disability - Treatment of Postsecondary Students        ,12/06/2023        
TX        ,TEXAS A & M UNIVERSITY - MAIN CAMPUS        ,PSE        ,Title VI - Denial of Benefits        ,11/29/2022        
TX        ,TEXAS A & M UNIVERSITY - MAIN CAMPUS        ,PSE        ,Title VI - Retaliation        ,11/29/2022        
TX        ,TEXAS A & M UNIVERSITY - MAIN CAMPUS        ,PSE        ,Title IX - GT/STEM/CTE        ,08/26/2022        
TX        ,TEXAS A & M UNIVERSITY - MAIN CAMPUS        ,PSE        ,Title IX - Retaliation        ,06/02/2022        
TX        ,TEXAS A & M UNIVERSITY - MAIN CAMPUS        ,PSE        ,Title IX - Sexual Harassment        ,11/29/2021        
TX        ,TEXAS A & M UNIVERSITY - MAIN CAMPUS        ,PSE        ,Title IX - Sexual Harassment        ,04/27/2023        
TX        ,TEXAS A & M UNIVERSITY - MAIN CAMPUS        ,PSE        ,Title IX - Sexual Violence        ,11/23/2021        
TX        ,TEXAS A & M UNIVERSITY - MAIN CAMPUS        ,PSE        ,Title IX - Sexual Violence        ,12/06/2023        
TX        ,TEXAS A & M UNIVERSITY - MAIN CAMPUS        ,PSE        ,Title IX - Single Sex Campus Programs        ,08/26/2022        
TX        ,TEXAS A & M UNIVERSITY - SAN ANTONIO        ,PSE        ,Disability - Academic Adjustments        ,09/20/2024        
TX        ,TEXAS A & M UNIVERSITY - SAN ANTONIO        ,PSE        ,Disability - Disability Harassment        ,09/20/2024        
TX        ,TEXAS A & M UNIVERSITY - SAN ANTONIO        ,PSE        ,Title IX - Others        ,08/31/2024        
TX        ,TEXAS CHIROPRACTIC COLLEGE        ,PSE        ,Title VI - Racial Harassment        ,02/16/2024        
TX        ,TEXAS CHIROPRACTIC COLLEGE        ,PSE        ,Title IX - Denial of Benefits        ,02/16/2024        
TX        ,TEXAS SOUTHERN UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,05/09/2024        
TX        ,TEXAS SOUTHERN UNIVERSITY        ,PSE        ,Disability - Denial of Benefits        ,09/06/2022        
TX        ,TEXAS SOUTHERN UNIVERSITY        ,PSE        ,Disability - Retaliation        ,09/06/2022        
TX        ,TEXAS SOUTHERN UNIVERSITY        ,PSE        ,Disability - Retaliation        ,05/09/2024        
TX        ,SAM HOUSTON STATE UNIVERSITY        ,PSE        ,Title VI - Denial of Benefits        ,06/15/2023        
TX        ,SAM HOUSTON STATE UNIVERSITY        ,PSE        ,Title VI - Racial Harassment        ,03/22/2022        
TX        ,SAM HOUSTON STATE UNIVERSITY        ,PSE        ,Title VI - Retaliation        ,03/22/2022        
TX        ,SAM HOUSTON STATE UNIVERSITY        ,PSE        ,Title IX - Retaliation        ,06/15/2023        
TX        ,SAM HOUSTON STATE UNIVERSITY        ,PSE        ,Title IX - Sexual Harassment        ,06/15/2023        
TX        ,SAN ANTONIO COLLEGE - ALAMO COLLEGES        ,PSE        ,Title VI - Denial of Benefits        ,05/16/2024        
TX        ,SAN ANTONIO COLLEGE - ALAMO COLLEGES        ,PSE        ,Title IX - Sexual Violence        ,05/16/2024        
TX        ,STEPHEN F. AUSTIN STATE UNIVERSITY        ,PSE        ,Title IX - Others        ,08/31/2024        
TX        ,SOUTH TEXAS COLLEGE        ,PSE        ,Disability - Academic Adjustments        ,10/27/2022        
TX        ,SOUTHERN METHODIST UNIVERSITY        ,PSE        ,Title IX - Single Sex Campus Programs        ,05/18/2022        
TX        ,SOUTHWESTERN CHRISTIAN COLLEGE        ,PSE        ,Title IX - Retaliation        ,02/29/2024        
TX        ,SOUTHWESTERN CHRISTIAN COLLEGE        ,PSE        ,Title IX - Sexual Harassment        ,02/29/2024        
TX        ,SAINT EDWARD'S UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,08/31/2022        
TX        ,SAM HOUSTON STATE UNIVERSITY        ,PSE        ,Disability - FAPE        ,06/15/2023        
TX        ,THE UNIVERSITY OF TEXAS AT EL PASO        ,PSE        ,Title IX - Others        ,06/28/2024        
TX        ,THE UNIVERSITY OF TEXAS AT SAN ANTONIO        ,PSE        ,Disability - Denial of Benefits        ,01/20/2023        
TX        ,THE UNIVERSITY OF TEXAS AT SAN ANTONIO        ,PSE        ,Disability - Retaliation        ,01/20/2023        
TX        ,THE UNIVERSITY OF TEXAS AT SAN ANTONIO        ,PSE        ,Title IX - Denial of Benefits        ,03/07/2023        
TX        ,THE UNIVERSITY OF TEXAS AT SAN ANTONIO        ,PSE        ,Title IX - Others        ,08/31/2024        
TX        ,THE UNIVERSITY OF TEXAS AT TYLER        ,PSE        ,Title VI - Denial of Benefits        ,05/31/2024        
TX        ,THE UNIVERSITY OF TEXAS AT TYLER        ,PSE        ,Title IX - Others        ,07/31/2024        
TX        ,THE UNIVERSITY OF TEXAS AT TYLER        ,PSE        ,Title IX - Retaliation        ,05/31/2024        
TX        ,THE UNIVERSITY OF TEXAS AT TYLER        ,PSE        ,Title IX - Sexual Harassment        ,05/31/2024        
TX        ,THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER        ,PSE        ,Disability - Academic Adjustments        ,03/24/2023        
TX        ,THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON        ,PSE        ,Title IX - Others        ,07/31/2024        
TX        ,THE UNIVERSITY OF TEXAS PERMIAN BASIN        ,PSE        ,Title IX - Athletics        ,11/23/2021        
TX        ,THE UNIVERSITY OF TEXAS PERMIAN BASIN        ,PSE        ,Title IX - Retaliation        ,11/23/2021        
TX        ,TEXAS STATE UNIVERSITY - SAN MARCOS        ,PSE        ,Title VI - Denial of Benefits        ,06/10/2024        
TX        ,TEXAS STATE UNIVERSITY - SAN MARCOS        ,PSE        ,Title IX - Sexual Harassment        ,06/10/2024        
TX        ,TEXAS STATE UNIVERSITY-SAN MARCOS        ,PSE        ,Disability - Academic Adjustments        ,03/03/2023        
TX        ,TEXAS STATE UNIVERSITY-SAN MARCOS        ,PSE        ,Disability - Effective Communication        ,10/02/2024        
TX        ,TEXAS STATE UNIVERSITY-SAN MARCOS        ,PSE        ,Disability - Retaliation        ,03/03/2023        
TX        ,TEXAS STATE UNIVERSITY-SAN MARCOS        ,PSE        ,Title VI - Others        ,06/29/2023        
TX        ,TEXAS STATE UNIVERSITY-SAN MARCOS        ,PSE        ,Title IX - Sexual Violence        ,04/14/2021        
TX        ,TEXAS TECH UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,04/23/2024        
TX        ,TEXAS TECH UNIVERSITY        ,PSE        ,Title IX - Others        ,06/28/2024        
TX        ,TEXAS TECH UNIVERSITY        ,PSE        ,Title IX - Single Sex Campus Programs        ,04/28/2023        
TX        ,TEXAS TEXAS UNIVERSITY - HEALTH SCIENCES CENTER        ,PSE        ,Disability - Academic Adjustments        ,07/18/2023        
TX        ,TEXAS WOMAN'S UNIVERSITY        ,PSE        ,Disability - Academic Adjustments        ,11/04/2021        
TX        ,TEXAS WOMAN'S UNIVERSITY        ,PSE        ,Disability - Accessibility        ,06/27/2024        
TX        ,TEXAS WOMAN'S UNIVERSITY        ,PSE        ,Title VI - Admissions        ,01/30/2023        
TX        ,UNIVERSITY OF HOUSTON - MAIN CAMPUS        ,PSE        ,Disability - Academic Adjustments        ,03/06/2019        
TX        ,UNIVERSITY OF HOUSTON - MAIN CAMPUS        ,PSE        ,Disability - Disability Harassment        ,03/06/2019        
TX        ,UNIVERSITY OF HOUSTON - MAIN CAMPUS        ,PSE        ,Disability - Retaliation        ,03/06/2019        
TX        ,UNIVERSITY OF HOUSTON - MAIN CAMPUS        ,PSE        ,Title VI - Denial of Benefits        ,04/29/2024        
TX        ,UNIVERSITY OF HOUSTON - MAIN CAMPUS        ,PSE        ,Title IX - Others        ,06/28/2024        
TX        ,UNIVERSITY OF HOUSTON - MAIN CAMPUS        ,PSE        ,Title IX - Sexual Violence        ,04/23/2024        
TX        ,UNIVERSITY OF HOUSTON - MAIN CAMPUS        ,PSE        ,Title IX - Single Sex Scholarships        ,11/16/2021        
TX        ,UNIVERSITY OF MARY HARDIN-BAYLOR        ,PSE        ,Title VI - Racial Harassment        ,10/17/2022        
TX        ,UNIVERSITY OF MARY HARDIN-BAYLOR        ,PSE        ,Title IX - Procedural Requirements        ,10/17/2022        
TX        ,UNIVERSITY OF NORTH TEXAS - DENTON        ,PSE        ,Disability - Accessibility        ,04/18/2023        
TX        ,UNIVERSITY OF NORTH TEXAS - DENTON        ,PSE        ,Disability - Denial of Benefits        ,05/21/2024        
TX        ,UNIVERSITY OF NORTH TEXAS - DENTON        ,PSE        ,Title VI - Racial Harassment        ,04/19/2017        
TX        ,UNIVERSITY OF NORTH TEXAS - DENTON        ,PSE        ,Title VI - Retaliation        ,04/19/2017        
TX        ,UNIVERSITY OF NORTH TEXAS - DENTON        ,PSE        ,Title IX - Others        ,08/31/2024        
TX        ,UNIVERSITY OF NORTH TEXAS - DENTON        ,PSE        ,Title IX - Retaliation        ,09/06/2016        
TX        ,UNIVERSITY OF NORTH TEXAS - DENTON        ,PSE        ,Title IX - Retaliation        ,10/18/2023        
TX        ,THE TEXAS A & M UNIVERSITY SYSTEM        ,PSE        ,Disability - Retaliation        ,05/20/2024        
TX        ,THE TEXAS A & M UNIVERSITY SYSTEM        ,PSE        ,Title VI - Others        ,06/14/2024        
TX        ,THE UNIVERSITY OF TEXAS AT ARLINGTON        ,PSE        ,Disability - Academic Adjustments        ,12/20/2021        
TX        ,THE UNIVERSITY OF TEXAS AT ARLINGTON        ,PSE        ,Disability - Retaliation        ,12/20/2021        
TX        ,THE UNIVERSITY OF TEXAS AT ARLINGTON        ,PSE        ,Title VI - Denial of Benefits        ,12/20/2021        
TX        ,THE UNIVERSITY OF TEXAS AT ARLINGTON        ,PSE        ,Title IX - Others        ,08/31/2024        
TX        ,THE UNIVERSITY OF TEXAS AT ARLINGTON        ,PSE        ,Title IX - Single Sex Campus Programs        ,11/17/2021        
TX        ,THE UNIVERSITY OF TEXAS AT ARLINGTON        ,PSE        ,Title IX - Single Sex Scholarships        ,05/07/2020        
TX        ,THE UNIVERSITY OF TEXAS AT DALLAS        ,PSE        ,Title IX - Others        ,06/28/2024        
TX        ,THE UNIVERSITY OF TEXAS AT DALLAS        ,PSE        ,Title IX - Retaliation        ,08/14/2023        
TX        ,THE UNIVERSITY OF TEXAS AT DALLAS        ,PSE        ,Title IX - Sexual Harassment        ,04/18/2023        
TX        ,THE UNIVERSITY OF TEXAS AT EL PASO        ,PSE        ,Disability - Accessibility        ,07/10/2024        
TX        ,THE UNIVERSITY OF TEXAS AT EL PASO        ,PSE        ,Disability - Accessibility        ,10/08/2024        
TX        ,UNIVERSITY OF TEXAS - AUSTIN        ,PSE        ,Title IX - Denial of Benefits        ,06/15/2018        
TX        ,UNIVERSITY OF TEXAS - AUSTIN        ,PSE        ,Title IX - Retaliation        ,06/15/2018        
TX        ,UNIVERSITY OF TEXAS - AUSTIN        ,PSE        ,Title IX - Retaliation        ,10/05/2018        
TX        ,UNIVERSITY OF TEXAS - AUSTIN        ,PSE        ,Title IX - Single Sex Campus Programs        ,11/10/2021        
TX        ,UNIVERSITY OF TEXAS M.D. ANDERSON CANCER CENTER        ,PSE        ,Title IX - Others        ,07/31/2024        
TX        ,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER        ,PSE        ,Title IX - Others        ,07/31/2024        
TX        ,UNIVERSITY OF THE INCARNATE WORD        ,PSE        ,Title IX - Single Sex Campus Programs        ,03/10/2023        
TX        ,UNIVERSITY OF NORTH TEXAS - DENTON        ,PSE        ,Title IX - Sexual Harassment        ,04/19/2017        
TX        ,UNIVERSITY OF NORTH TEXAS - DENTON        ,PSE        ,Title IX - Sexual Violence        ,09/06/2016        
TX        ,UNIVERSITY OF NORTH TEXAS - DENTON        ,PSE        ,Title IX - Single Sex Campus Programs        ,01/20/2023        
TX        ,UNIVERSITY OF TEXAS - AUSTIN        ,PSE        ,Disability - Academic Adjustments        ,07/21/2021        
TX        ,UNIVERSITY OF TEXAS - AUSTIN        ,PSE        ,Disability - Academic Adjustments        ,05/31/2023        
TX        ,UNIVERSITY OF TEXAS - AUSTIN        ,PSE        ,Disability - Academic Adjustments        ,04/30/2024        
TX        ,UNIVERSITY OF TEXAS - AUSTIN        ,PSE        ,Disability - Accessibility        ,08/05/2021        
TX        ,UNIVERSITY OF TEXAS - AUSTIN        ,PSE        ,Disability - Accessibility        ,03/28/2022        
TX        ,UNIVERSITY OF TEXAS - AUSTIN        ,PSE        ,Disability - Accessibility        ,06/04/2024        
TX        ,UNIVERSITY OF TEXAS - AUSTIN        ,PSE        ,Disability - Denial of Benefits        ,03/28/2022        
TX        ,UNIVERSITY OF TEXAS - AUSTIN        ,PSE        ,Disability - Denial of Benefits        ,05/31/2023        
TX        ,UNIVERSITY OF TEXAS - AUSTIN        ,PSE        ,Disability - Disability Harassment        ,07/21/2021        
TX        ,UNIVERSITY OF TEXAS - AUSTIN        ,PSE        ,Disability - Disability Harassment        ,05/31/2023        
TX        ,UNIVERSITY OF TEXAS - AUSTIN        ,PSE        ,Disability - Retaliation        ,05/31/2023        
TX        ,UNIVERSITY OF TEXAS - AUSTIN        ,PSE        ,Title VI - Racial Harassment        ,08/05/2022        
TX        ,UNIVERSITY OF TEXAS - AUSTIN        ,PSE        ,Title VI - Retaliation        ,08/05/2022        
TX        ,TEXAS WOMAN'S UNIVERSITY        ,PSE        ,Title VI - Retaliation        ,11/04/2021        
TX        ,TEXAS WOMAN'S UNIVERSITY SYSTEM        ,PSE        ,Title IX - Athletics        ,02/10/2023        
TX        ,TEXAS WOMAN'S UNIVERSITY SYSTEM        ,PSE        ,Title IX - Others        ,02/10/2023        
TX        ,TEXAS WOMAN'S UNIVERSITY SYSTEM        ,PSE        ,Title IX - Single Sex Campus Programs        ,02/10/2023        
TX        ,TEXAS WOMAN'S UNIVERSITY SYSTEM        ,PSE        ,Title IX - Single Sex Scholarships        ,02/10/2023        
TX        ,THE TEXAS A & M UNIVERSITY SYSTEM        ,PSE        ,Disability - Accessibility - Website/Online Courses        ,05/20/2024        
TX        ,THE TEXAS A & M UNIVERSITY SYSTEM        ,PSE        ,Disability - Effective Communication        ,05/20/2024        
TX        ,UNIVERSITY OF DALLAS        ,PSE        ,Disability - Academic Adjustments        ,12/30/2022        
TX        ,UNIVERSITY OF DALLAS        ,PSE        ,Disability - Academic Adjustments        ,12/27/2023        
TX        ,UNIVERSITY OF DALLAS        ,PSE        ,Disability - Accessibility        ,12/30/2022        
TX        ,UNIVERSITY OF DALLAS        ,PSE        ,Disability - FAPE        ,12/30/2022        
TX        ,UNIVERSITY OF DALLAS        ,PSE        ,Disability - Retaliation        ,12/30/2022        
TX        ,UNIVERSITY OF DALLAS        ,PSE        ,Disability - Retaliation        ,12/27/2023        
TX        ,UNIVERSITY OF HOUSTON - CLEAR LAKE        ,PSE        ,Disability - Academic Adjustments        ,03/12/2024        
TX        ,UNIVERSITY OF HOUSTON - CLEAR LAKE        ,PSE        ,Disability - Academic Adjustments        ,06/24/2024        
TX        ,UNIVERSITY OF HOUSTON - CLEAR LAKE        ,PSE        ,Title IX - Others        ,06/28/2024        
TX        ,TRINITY UNIVERSITY        ,PSE        ,Title IX - Sexual Violence        ,07/31/2015        
TX        ,WEST TEXAS A & M UNIVERSITY        ,PSE        ,Title IX - Retaliation        ,02/03/2023        
TX        ,WESTERN TEXAS COLLEGE        ,PSE        ,Title IX - GT/STEM/CTE        ,05/13/2024        
